target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-11-06,2024-11-03,0.01,1,quantile,1316.65934517954
ILI incidence,AT,2024-11-06,2024-11-03,0.025,1,quantile,1487.9305840408
ILI incidence,AT,2024-11-06,2024-11-03,0.05,1,quantile,1637.58757008557
ILI incidence,AT,2024-11-06,2024-11-03,0.1,1,quantile,1798.93201962061
ILI incidence,AT,2024-11-06,2024-11-03,0.15,1,quantile,1927.71713860456
ILI incidence,AT,2024-11-06,2024-11-03,0.2,1,quantile,2017.07627864195
ILI incidence,AT,2024-11-06,2024-11-03,0.25,1,quantile,2151.01259896418
ILI incidence,AT,2024-11-06,2024-11-03,0.3,1,quantile,2220.66799032803
ILI incidence,AT,2024-11-06,2024-11-03,0.35,1,quantile,2296.68873839141
ILI incidence,AT,2024-11-06,2024-11-03,0.4,1,quantile,2369.23706223624
ILI incidence,AT,2024-11-06,2024-11-03,0.45,1,quantile,2440.34784127897
ILI incidence,AT,2024-11-06,2024-11-03,0.5,1,quantile,2492.58032561542
ILI incidence,AT,2024-11-06,2024-11-03,0.55,1,quantile,2566.56129957098
ILI incidence,AT,2024-11-06,2024-11-03,0.6,1,quantile,2646.64364313696
ILI incidence,AT,2024-11-06,2024-11-03,0.65,1,quantile,2713.7630657562
ILI incidence,AT,2024-11-06,2024-11-03,0.7,1,quantile,2787.40042828657
ILI incidence,AT,2024-11-06,2024-11-03,0.75,1,quantile,2873.36690645906
ILI incidence,AT,2024-11-06,2024-11-03,0.8,1,quantile,2980.81223284003
ILI incidence,AT,2024-11-06,2024-11-03,0.85,1,quantile,3084.57580668128
ILI incidence,AT,2024-11-06,2024-11-03,0.9,1,quantile,3224.14160785371
ILI incidence,AT,2024-11-06,2024-11-03,0.95,1,quantile,3429.53666945128
ILI incidence,AT,2024-11-06,2024-11-03,0.975,1,quantile,3616.02439107276
ILI incidence,AT,2024-11-06,2024-11-03,0.99,1,quantile,3781.31739075109
ILI incidence,AT,2024-11-06,2024-11-10,0.01,2,quantile,1128.3796001614
