target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-12-11,2024-12-08,0.01,1,quantile,1217.85238596486
ILI incidence,AT,2024-12-11,2024-12-08,0.025,1,quantile,1294.75788707502
ILI incidence,AT,2024-12-11,2024-12-08,0.05,1,quantile,1389.16540900633
ILI incidence,AT,2024-12-11,2024-12-08,0.1,1,quantile,1490.66779962349
ILI incidence,AT,2024-12-11,2024-12-08,0.15,1,quantile,1558.0235528598
ILI incidence,AT,2024-12-11,2024-12-08,0.2,1,quantile,1622.32898913413
ILI incidence,AT,2024-12-11,2024-12-08,0.25,1,quantile,1664.93825656664
ILI incidence,AT,2024-12-11,2024-12-08,0.3,1,quantile,1711.92042247582
ILI incidence,AT,2024-12-11,2024-12-08,0.35,1,quantile,1753.01557766651
ILI incidence,AT,2024-12-11,2024-12-08,0.4,1,quantile,1787.82076036592
ILI incidence,AT,2024-12-11,2024-12-08,0.45,1,quantile,1825.56482079675
ILI incidence,AT,2024-12-11,2024-12-08,0.5,1,quantile,1861.9688309024
ILI incidence,AT,2024-12-11,2024-12-08,0.55,1,quantile,1894.86921318363
ILI incidence,AT,2024-12-11,2024-12-08,0.6,1,quantile,1942.76418153488
ILI incidence,AT,2024-12-11,2024-12-08,0.65,1,quantile,1988.81674885444
ILI incidence,AT,2024-12-11,2024-12-08,0.7,1,quantile,2025.55545630955
ILI incidence,AT,2024-12-11,2024-12-08,0.75,1,quantile,2083.97655557255
ILI incidence,AT,2024-12-11,2024-12-08,0.8,1,quantile,2162.416694262
ILI incidence,AT,2024-12-11,2024-12-08,0.85,1,quantile,2227.18387492958
ILI incidence,AT,2024-12-11,2024-12-08,0.9,1,quantile,2320.80344706507
ILI incidence,AT,2024-12-11,2024-12-08,0.95,1,quantile,2443.2940448076
ILI incidence,AT,2024-12-11,2024-12-08,0.975,1,quantile,2524.44000886447
ILI incidence,AT,2024-12-11,2024-12-08,0.99,1,quantile,2655.68429400455
ILI incidence,AT,2024-12-11,2024-12-15,0.01,2,quantile,872.496854744085
ILI incidence,AT,2024-12-11,2024-12-15,0.025,2,quantile,993.215367675234
ILI incidence,AT,2024-12-11,2024-12-15,0.05,2,quantile,1090.34812883499
ILI incidence,AT,2024-12-11,2024-12-15,0.1,2,quantile,1231.06194225186
ILI incidence,AT,2024-12-11,2024-12-15,0.15,2,quantile,1299.75727549292
ILI incidence,AT,2024-12-11,2024-12-15,0.2,2,quantile,1384.10805295927
ILI incidence,AT,2024-12-11,2024-12-15,0.25,2,quantile,1447.80381921479
ILI incidence,AT,2024-12-11,2024-12-15,0.3,2,quantile,1492.4063460255
ILI incidence,AT,2024-12-11,2024-12-15,0.35,2,quantile,1558.74061254463
ILI incidence,AT,2024-12-11,2024-12-15,0.4,2,quantile,1604.52252847689
ILI incidence,AT,2024-12-11,2024-12-15,0.45,2,quantile,1650.45237521083
ILI incidence,AT,2024-12-11,2024-12-15,0.5,2,quantile,1705.83748592694
ILI incidence,AT,2024-12-11,2024-12-15,0.55,2,quantile,1751.06194034304
ILI incidence,AT,2024-12-11,2024-12-15,0.6,2,quantile,1814.3323675212
ILI incidence,AT,2024-12-11,2024-12-15,0.65,2,quantile,1883.9683697172
ILI incidence,AT,2024-12-11,2024-12-15,0.7,2,quantile,1958.69838517618
ILI incidence,AT,2024-12-11,2024-12-15,0.75,2,quantile,2040.15025565914
ILI incidence,AT,2024-12-11,2024-12-15,0.8,2,quantile,2140.48244768843
ILI incidence,AT,2024-12-11,2024-12-15,0.85,2,quantile,2243.69369946902
ILI incidence,AT,2024-12-11,2024-12-15,0.9,2,quantile,2384.38615659121
ILI incidence,AT,2024-12-11,2024-12-15,0.95,2,quantile,2602.21476967067
ILI incidence,AT,2024-12-11,2024-12-15,0.975,2,quantile,2820.31529910754
ILI incidence,AT,2024-12-11,2024-12-15,0.99,2,quantile,3125.85366736429
ILI incidence,AT,2024-12-11,2024-12-22,0.01,3,quantile,668.594182978541
ILI incidence,AT,2024-12-11,2024-12-22,0.025,3,quantile,773.550557778621
ILI incidence,AT,2024-12-11,2024-12-22,0.05,3,quantile,871.024678189605
ILI incidence,AT,2024-12-11,2024-12-22,0.1,3,quantile,1018.73104793211
ILI incidence,AT,2024-12-11,2024-12-22,0.15,3,quantile,1101.88580658948
ILI incidence,AT,2024-12-11,2024-12-22,0.2,3,quantile,1179.19313039768
ILI incidence,AT,2024-12-11,2024-12-22,0.25,3,quantile,1257.26647800516
ILI incidence,AT,2024-12-11,2024-12-22,0.3,3,quantile,1319.30693927325
ILI incidence,AT,2024-12-11,2024-12-22,0.35,3,quantile,1382.41859357682
ILI incidence,AT,2024-12-11,2024-12-22,0.4,3,quantile,1440.10981191306
ILI incidence,AT,2024-12-11,2024-12-22,0.45,3,quantile,1514.83964497489
ILI incidence,AT,2024-12-11,2024-12-22,0.5,3,quantile,1572.86218399709
ILI incidence,AT,2024-12-11,2024-12-22,0.55,3,quantile,1646.708404516
ILI incidence,AT,2024-12-11,2024-12-22,0.6,3,quantile,1717.73056903191
ILI incidence,AT,2024-12-11,2024-12-22,0.65,3,quantile,1813.96612134699
ILI incidence,AT,2024-12-11,2024-12-22,0.7,3,quantile,1904.58036205204
ILI incidence,AT,2024-12-11,2024-12-22,0.75,3,quantile,1990.52697503045
ILI incidence,AT,2024-12-11,2024-12-22,0.8,3,quantile,2111.93485145658
ILI incidence,AT,2024-12-11,2024-12-22,0.85,3,quantile,2225.90322653112
ILI incidence,AT,2024-12-11,2024-12-22,0.9,3,quantile,2443.9593270944
ILI incidence,AT,2024-12-11,2024-12-22,0.95,3,quantile,2772.66384337735
ILI incidence,AT,2024-12-11,2024-12-22,0.975,3,quantile,2972.6473917359
ILI incidence,AT,2024-12-11,2024-12-22,0.99,3,quantile,3279.42173812866
ILI incidence,AT,2024-12-11,2024-12-29,0.01,4,quantile,542.345953061512
ILI incidence,AT,2024-12-11,2024-12-29,0.025,4,quantile,604.818386649696
ILI incidence,AT,2024-12-11,2024-12-29,0.05,4,quantile,694.311650907293
ILI incidence,AT,2024-12-11,2024-12-29,0.1,4,quantile,830.891921258013
ILI incidence,AT,2024-12-11,2024-12-29,0.15,4,quantile,923.78387765222
ILI incidence,AT,2024-12-11,2024-12-29,0.2,4,quantile,1028.38162789041
ILI incidence,AT,2024-12-11,2024-12-29,0.25,4,quantile,1101.51043288675
ILI incidence,AT,2024-12-11,2024-12-29,0.3,4,quantile,1164.48382585593
ILI incidence,AT,2024-12-11,2024-12-29,0.35,4,quantile,1231.12173488228
ILI incidence,AT,2024-12-11,2024-12-29,0.4,4,quantile,1309.85555758787
ILI incidence,AT,2024-12-11,2024-12-29,0.45,4,quantile,1395.96498349235
ILI incidence,AT,2024-12-11,2024-12-29,0.5,4,quantile,1456.18278320964
ILI incidence,AT,2024-12-11,2024-12-29,0.55,4,quantile,1528.70238845835
ILI incidence,AT,2024-12-11,2024-12-29,0.6,4,quantile,1594.4189337586
ILI incidence,AT,2024-12-11,2024-12-29,0.65,4,quantile,1674.60218851974
ILI incidence,AT,2024-12-11,2024-12-29,0.7,4,quantile,1775.57754324654
ILI incidence,AT,2024-12-11,2024-12-29,0.75,4,quantile,1904.57159328683
ILI incidence,AT,2024-12-11,2024-12-29,0.8,4,quantile,2036.94526984763
ILI incidence,AT,2024-12-11,2024-12-29,0.85,4,quantile,2201.46199604364
ILI incidence,AT,2024-12-11,2024-12-29,0.9,4,quantile,2405.29970770439
ILI incidence,AT,2024-12-11,2024-12-29,0.95,4,quantile,2715.89505368432
ILI incidence,AT,2024-12-11,2024-12-29,0.975,4,quantile,2976.80757971648
ILI incidence,AT,2024-12-11,2024-12-29,0.99,4,quantile,3489.02340687264
ILI incidence,AT,2024-12-11,2024-12-08,,1,median,1861.9688309024
ILI incidence,AT,2024-12-11,2024-12-15,,2,median,1705.83748592694
ILI incidence,AT,2024-12-11,2024-12-22,,3,median,1572.86218399709
ILI incidence,AT,2024-12-11,2024-12-29,,4,median,1456.18278320964
ILI incidence,BE,2024-12-11,2024-12-08,0.01,1,quantile,72.2166744327101
ILI incidence,BE,2024-12-11,2024-12-08,0.025,1,quantile,80.429560616817
ILI incidence,BE,2024-12-11,2024-12-08,0.05,1,quantile,87.5480502960522
ILI incidence,BE,2024-12-11,2024-12-08,0.1,1,quantile,98.5772422328735
ILI incidence,BE,2024-12-11,2024-12-08,0.15,1,quantile,106.452316619892
ILI incidence,BE,2024-12-11,2024-12-08,0.2,1,quantile,112.512192347904
ILI incidence,BE,2024-12-11,2024-12-08,0.25,1,quantile,117.546080113636
ILI incidence,BE,2024-12-11,2024-12-08,0.3,1,quantile,122.828769628847
ILI incidence,BE,2024-12-11,2024-12-08,0.35,1,quantile,126.814101597991
ILI incidence,BE,2024-12-11,2024-12-08,0.4,1,quantile,130.687329865977
ILI incidence,BE,2024-12-11,2024-12-08,0.45,1,quantile,135.164591729094
ILI incidence,BE,2024-12-11,2024-12-08,0.5,1,quantile,139.730935627728
ILI incidence,BE,2024-12-11,2024-12-08,0.55,1,quantile,144.190767930032
ILI incidence,BE,2024-12-11,2024-12-08,0.6,1,quantile,149.481137693939
ILI incidence,BE,2024-12-11,2024-12-08,0.65,1,quantile,154.493488075903
ILI incidence,BE,2024-12-11,2024-12-08,0.7,1,quantile,161.065894535701
ILI incidence,BE,2024-12-11,2024-12-08,0.75,1,quantile,167.750773840637
ILI incidence,BE,2024-12-11,2024-12-08,0.8,1,quantile,176.496364898506
ILI incidence,BE,2024-12-11,2024-12-08,0.85,1,quantile,185.63453649354
ILI incidence,BE,2024-12-11,2024-12-08,0.9,1,quantile,197.462343022304
ILI incidence,BE,2024-12-11,2024-12-08,0.95,1,quantile,217.67165022706
ILI incidence,BE,2024-12-11,2024-12-08,0.975,1,quantile,238.262282656436
ILI incidence,BE,2024-12-11,2024-12-08,0.99,1,quantile,262.943326481751
ILI incidence,BE,2024-12-11,2024-12-15,0.01,2,quantile,57.829567305429
ILI incidence,BE,2024-12-11,2024-12-15,0.025,2,quantile,70.2654478303715
ILI incidence,BE,2024-12-11,2024-12-15,0.05,2,quantile,85.1137998423536
ILI incidence,BE,2024-12-11,2024-12-15,0.1,2,quantile,96.8941146712611
ILI incidence,BE,2024-12-11,2024-12-15,0.15,2,quantile,109.217499598896
ILI incidence,BE,2024-12-11,2024-12-15,0.2,2,quantile,118.290578476603
ILI incidence,BE,2024-12-11,2024-12-15,0.25,2,quantile,126.370561211186
ILI incidence,BE,2024-12-11,2024-12-15,0.3,2,quantile,132.557242942003
ILI incidence,BE,2024-12-11,2024-12-15,0.35,2,quantile,141.292243756918
ILI incidence,BE,2024-12-11,2024-12-15,0.4,2,quantile,149.666505514298
ILI incidence,BE,2024-12-11,2024-12-15,0.45,2,quantile,156.416312960157
ILI incidence,BE,2024-12-11,2024-12-15,0.5,2,quantile,165.614742828598
ILI incidence,BE,2024-12-11,2024-12-15,0.55,2,quantile,173.237292081301
ILI incidence,BE,2024-12-11,2024-12-15,0.6,2,quantile,181.043174626249
ILI incidence,BE,2024-12-11,2024-12-15,0.65,2,quantile,190.045875704378
ILI incidence,BE,2024-12-11,2024-12-15,0.7,2,quantile,200.387481630119
ILI incidence,BE,2024-12-11,2024-12-15,0.75,2,quantile,211.269813108586
ILI incidence,BE,2024-12-11,2024-12-15,0.8,2,quantile,224.990662111476
ILI incidence,BE,2024-12-11,2024-12-15,0.85,2,quantile,244.021674962333
ILI incidence,BE,2024-12-11,2024-12-15,0.9,2,quantile,273.042490469922
ILI incidence,BE,2024-12-11,2024-12-15,0.95,2,quantile,312.996226942175
ILI incidence,BE,2024-12-11,2024-12-15,0.975,2,quantile,346.755732403881
ILI incidence,BE,2024-12-11,2024-12-15,0.99,2,quantile,384.855131079774
ILI incidence,BE,2024-12-11,2024-12-22,0.01,3,quantile,56.7165284907054
ILI incidence,BE,2024-12-11,2024-12-22,0.025,3,quantile,70.2301857780278
ILI incidence,BE,2024-12-11,2024-12-22,0.05,3,quantile,82.7302488804913
ILI incidence,BE,2024-12-11,2024-12-22,0.1,3,quantile,99.4361015669761
ILI incidence,BE,2024-12-11,2024-12-22,0.15,3,quantile,110.501282584585
ILI incidence,BE,2024-12-11,2024-12-22,0.2,3,quantile,125.943345706099
ILI incidence,BE,2024-12-11,2024-12-22,0.25,3,quantile,136.487979581323
ILI incidence,BE,2024-12-11,2024-12-22,0.3,3,quantile,146.555039298482
ILI incidence,BE,2024-12-11,2024-12-22,0.35,3,quantile,157.455278021284
ILI incidence,BE,2024-12-11,2024-12-22,0.4,3,quantile,167.058870533235
ILI incidence,BE,2024-12-11,2024-12-22,0.45,3,quantile,181.129195442495
ILI incidence,BE,2024-12-11,2024-12-22,0.5,3,quantile,190.993963498373
ILI incidence,BE,2024-12-11,2024-12-22,0.55,3,quantile,201.914832835115
ILI incidence,BE,2024-12-11,2024-12-22,0.6,3,quantile,214.378689492797
ILI incidence,BE,2024-12-11,2024-12-22,0.65,3,quantile,230.962533222821
ILI incidence,BE,2024-12-11,2024-12-22,0.7,3,quantile,247.344763142865
ILI incidence,BE,2024-12-11,2024-12-22,0.75,3,quantile,266.617630163505
ILI incidence,BE,2024-12-11,2024-12-22,0.8,3,quantile,288.990018994153
ILI incidence,BE,2024-12-11,2024-12-22,0.85,3,quantile,314.156606918126
ILI incidence,BE,2024-12-11,2024-12-22,0.9,3,quantile,357.792598726533
ILI incidence,BE,2024-12-11,2024-12-22,0.95,3,quantile,427.530961002009
ILI incidence,BE,2024-12-11,2024-12-22,0.975,3,quantile,510.54690907036
ILI incidence,BE,2024-12-11,2024-12-22,0.99,3,quantile,611.977420341892
ILI incidence,BE,2024-12-11,2024-12-29,0.01,4,quantile,59.4088061901492
ILI incidence,BE,2024-12-11,2024-12-29,0.025,4,quantile,70.0593207991985
ILI incidence,BE,2024-12-11,2024-12-29,0.05,4,quantile,79.5052566252294
ILI incidence,BE,2024-12-11,2024-12-29,0.1,4,quantile,99.0241786748117
ILI incidence,BE,2024-12-11,2024-12-29,0.15,4,quantile,116.081965505238
ILI incidence,BE,2024-12-11,2024-12-29,0.2,4,quantile,132.640513539395
ILI incidence,BE,2024-12-11,2024-12-29,0.25,4,quantile,146.663902624352
ILI incidence,BE,2024-12-11,2024-12-29,0.3,4,quantile,157.384032902673
ILI incidence,BE,2024-12-11,2024-12-29,0.35,4,quantile,171.684433893576
ILI incidence,BE,2024-12-11,2024-12-29,0.4,4,quantile,186.828503292172
ILI incidence,BE,2024-12-11,2024-12-29,0.45,4,quantile,200.301351739026
ILI incidence,BE,2024-12-11,2024-12-29,0.5,4,quantile,214.005868149216
ILI incidence,BE,2024-12-11,2024-12-29,0.55,4,quantile,226.579799155832
ILI incidence,BE,2024-12-11,2024-12-29,0.6,4,quantile,247.87443878889
ILI incidence,BE,2024-12-11,2024-12-29,0.65,4,quantile,264.322119967804
ILI incidence,BE,2024-12-11,2024-12-29,0.7,4,quantile,282.952061479415
ILI incidence,BE,2024-12-11,2024-12-29,0.75,4,quantile,303.866731625173
ILI incidence,BE,2024-12-11,2024-12-29,0.8,4,quantile,331.921998376088
ILI incidence,BE,2024-12-11,2024-12-29,0.85,4,quantile,371.656114229321
ILI incidence,BE,2024-12-11,2024-12-29,0.9,4,quantile,430.524851341419
ILI incidence,BE,2024-12-11,2024-12-29,0.95,4,quantile,510.454874580005
ILI incidence,BE,2024-12-11,2024-12-29,0.975,4,quantile,603.822991154008
ILI incidence,BE,2024-12-11,2024-12-29,0.99,4,quantile,757.66389603297
ILI incidence,BE,2024-12-11,2024-12-08,,1,median,139.730935627728
ILI incidence,BE,2024-12-11,2024-12-15,,2,median,165.614742828598
