target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-11-27,2024-11-24,0.01,1,quantile,1173.46459660566
ILI incidence,AT,2024-11-27,2024-11-24,0.025,1,quantile,1248.09920338052
ILI incidence,AT,2024-11-27,2024-11-24,0.05,1,quantile,1340.94947524035
ILI incidence,AT,2024-11-27,2024-11-24,0.1,1,quantile,1444.60101038514
ILI incidence,AT,2024-11-27,2024-11-24,0.15,1,quantile,1510.98193177866
ILI incidence,AT,2024-11-27,2024-11-24,0.2,1,quantile,1576.38251062001
ILI incidence,AT,2024-11-27,2024-11-24,0.25,1,quantile,1619.52140596984
ILI incidence,AT,2024-11-27,2024-11-24,0.3,1,quantile,1671.21474388754
ILI incidence,AT,2024-11-27,2024-11-24,0.35,1,quantile,1706.07574500942
ILI incidence,AT,2024-11-27,2024-11-24,0.4,1,quantile,1738.99446561252
ILI incidence,AT,2024-11-27,2024-11-24,0.45,1,quantile,1780.81434541581
ILI incidence,AT,2024-11-27,2024-11-24,0.5,1,quantile,1814.45200123141
ILI incidence,AT,2024-11-27,2024-11-24,0.55,1,quantile,1850.94552109204
ILI incidence,AT,2024-11-27,2024-11-24,0.6,1,quantile,1900.69538099483
ILI incidence,AT,2024-11-27,2024-11-24,0.65,1,quantile,1939.19635878006
ILI incidence,AT,2024-11-27,2024-11-24,0.7,1,quantile,1973.25683571354
ILI incidence,AT,2024-11-27,2024-11-24,0.75,1,quantile,2046.88456861107
ILI incidence,AT,2024-11-27,2024-11-24,0.8,1,quantile,2114.29859331982
ILI incidence,AT,2024-11-27,2024-11-24,0.85,1,quantile,2181.52836092299
ILI incidence,AT,2024-11-27,2024-11-24,0.9,1,quantile,2280.65589458013
ILI incidence,AT,2024-11-27,2024-11-24,0.95,1,quantile,2392.00607574312
ILI incidence,AT,2024-11-27,2024-11-24,0.975,1,quantile,2498.70646642482
ILI incidence,AT,2024-11-27,2024-11-24,0.99,1,quantile,2628.944395112
ILI incidence,AT,2024-11-27,2024-12-01,0.01,2,quantile,835.434370177594
ILI incidence,AT,2024-11-27,2024-12-01,0.025,2,quantile,969.869588002922
ILI incidence,AT,2024-11-27,2024-12-01,0.05,2,quantile,1057.5792892364
ILI incidence,AT,2024-11-27,2024-12-01,0.1,2,quantile,1190.61849554371
ILI incidence,AT,2024-11-27,2024-12-01,0.15,2,quantile,1270.81261381035
ILI incidence,AT,2024-11-27,2024-12-01,0.2,2,quantile,1347.63614678864
ILI incidence,AT,2024-11-27,2024-12-01,0.25,2,quantile,1411.62244040633
ILI incidence,AT,2024-11-27,2024-12-01,0.3,2,quantile,1457.69916225564
ILI incidence,AT,2024-11-27,2024-12-01,0.35,2,quantile,1519.31673544104
ILI incidence,AT,2024-11-27,2024-12-01,0.4,2,quantile,1561.81417216283
ILI incidence,AT,2024-11-27,2024-12-01,0.45,2,quantile,1608.95540314069
ILI incidence,AT,2024-11-27,2024-12-01,0.5,2,quantile,1663.66617877175
ILI incidence,AT,2024-11-27,2024-12-01,0.55,2,quantile,1709.84356237087
ILI incidence,AT,2024-11-27,2024-12-01,0.6,2,quantile,1770.30906870844
ILI incidence,AT,2024-11-27,2024-12-01,0.65,2,quantile,1843.88080178416
ILI incidence,AT,2024-11-27,2024-12-01,0.7,2,quantile,1917.15305497495
ILI incidence,AT,2024-11-27,2024-12-01,0.75,2,quantile,1986.84658140552
ILI incidence,AT,2024-11-27,2024-12-01,0.8,2,quantile,2100.16687126532
ILI incidence,AT,2024-11-27,2024-12-01,0.85,2,quantile,2206.56632745814
ILI incidence,AT,2024-11-27,2024-12-01,0.9,2,quantile,2346.23852312616
ILI incidence,AT,2024-11-27,2024-12-01,0.95,2,quantile,2564.84491426753
ILI incidence,AT,2024-11-27,2024-12-01,0.975,2,quantile,2794.40479156829
