target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-11-06,2024-11-03,0.01,1,quantile,581.910765872376
ILI incidence,AT,2024-11-06,2024-11-03,0.025,1,quantile,823.078873213462
ILI incidence,AT,2024-11-06,2024-11-03,0.05,1,quantile,970.200530324621
ILI incidence,AT,2024-11-06,2024-11-03,0.1,1,quantile,1248.26772037032
ILI incidence,AT,2024-11-06,2024-11-03,0.15,1,quantile,1402.4672062591
ILI incidence,AT,2024-11-06,2024-11-03,0.2,1,quantile,1545.14841796088
ILI incidence,AT,2024-11-06,2024-11-03,0.25,1,quantile,1707.53129539001
ILI incidence,AT,2024-11-06,2024-11-03,0.3,1,quantile,1831.05354432371
ILI incidence,AT,2024-11-06,2024-11-03,0.35,1,quantile,1943.89108594697
ILI incidence,AT,2024-11-06,2024-11-03,0.4,1,quantile,2074.4980812527
ILI incidence,AT,2024-11-06,2024-11-03,0.45,1,quantile,2197.03747729139
ILI incidence,AT,2024-11-06,2024-11-03,0.5,1,quantile,2311.11933465604
ILI incidence,AT,2024-11-06,2024-11-03,0.55,1,quantile,2435.95971950265
ILI incidence,AT,2024-11-06,2024-11-03,0.6,1,quantile,2556.04960354069
ILI incidence,AT,2024-11-06,2024-11-03,0.65,1,quantile,2677.01940856711
ILI incidence,AT,2024-11-06,2024-11-03,0.7,1,quantile,2837.41340550751
ILI incidence,AT,2024-11-06,2024-11-03,0.75,1,quantile,3021.03496437791
ILI incidence,AT,2024-11-06,2024-11-03,0.8,1,quantile,3205.60002081158
ILI incidence,AT,2024-11-06,2024-11-03,0.85,1,quantile,3461.12788031066
ILI incidence,AT,2024-11-06,2024-11-03,0.9,1,quantile,3721.77353720558
ILI incidence,AT,2024-11-06,2024-11-03,0.95,1,quantile,4098.35725170938
ILI incidence,AT,2024-11-06,2024-11-03,0.975,1,quantile,4602.43702985563
ILI incidence,AT,2024-11-06,2024-11-03,0.99,1,quantile,5230.98340502488
ILI incidence,AT,2024-11-06,2024-11-10,0.01,2,quantile,501.078667624248
ILI incidence,AT,2024-11-06,2024-11-10,0.025,2,quantile,623.480193474445
ILI incidence,AT,2024-11-06,2024-11-10,0.05,2,quantile,797.241193312326
ILI incidence,AT,2024-11-06,2024-11-10,0.1,2,quantile,973.683042944975
ILI incidence,AT,2024-11-06,2024-11-10,0.15,2,quantile,1163.5148580806
ILI incidence,AT,2024-11-06,2024-11-10,0.2,2,quantile,1292.14606425193
ILI incidence,AT,2024-11-06,2024-11-10,0.25,2,quantile,1418.80110154611
ILI incidence,AT,2024-11-06,2024-11-10,0.3,2,quantile,1519.2984217671
ILI incidence,AT,2024-11-06,2024-11-10,0.35,2,quantile,1677.73490286461
ILI incidence,AT,2024-11-06,2024-11-10,0.4,2,quantile,1779.50128275896
ILI incidence,AT,2024-11-06,2024-11-10,0.45,2,quantile,1905.8522466791
ILI incidence,AT,2024-11-06,2024-11-10,0.5,2,quantile,2048.50379401108
ILI incidence,AT,2024-11-06,2024-11-10,0.55,2,quantile,2185.39050936873
ILI incidence,AT,2024-11-06,2024-11-10,0.6,2,quantile,2300.46921380376
ILI incidence,AT,2024-11-06,2024-11-10,0.65,2,quantile,2501.66693430149
ILI incidence,AT,2024-11-06,2024-11-10,0.7,2,quantile,2626.37766433716
ILI incidence,AT,2024-11-06,2024-11-10,0.75,2,quantile,2777.59226930273
ILI incidence,AT,2024-11-06,2024-11-10,0.8,2,quantile,2999.00560048514
ILI incidence,AT,2024-11-06,2024-11-10,0.85,2,quantile,3246.98212744674
ILI incidence,AT,2024-11-06,2024-11-10,0.9,2,quantile,3527.6854576013
ILI incidence,AT,2024-11-06,2024-11-10,0.95,2,quantile,4051.34566094338
ILI incidence,AT,2024-11-06,2024-11-10,0.975,2,quantile,4522.63408861514
ILI incidence,AT,2024-11-06,2024-11-10,0.99,2,quantile,5114.14719032907
ILI incidence,AT,2024-11-06,2024-11-17,0.01,3,quantile,352.586720177056
ILI incidence,AT,2024-11-06,2024-11-17,0.025,3,quantile,537.90023332511
ILI incidence,AT,2024-11-06,2024-11-17,0.05,3,quantile,677.172808375641
ILI incidence,AT,2024-11-06,2024-11-17,0.1,3,quantile,821.991762695171
ILI incidence,AT,2024-11-06,2024-11-17,0.15,3,quantile,940.256771678596
ILI incidence,AT,2024-11-06,2024-11-17,0.2,3,quantile,1068.03393127457
ILI incidence,AT,2024-11-06,2024-11-17,0.25,3,quantile,1178.582273208
ILI incidence,AT,2024-11-06,2024-11-17,0.3,3,quantile,1323.94165752177
ILI incidence,AT,2024-11-06,2024-11-17,0.35,3,quantile,1414.21419205539
ILI incidence,AT,2024-11-06,2024-11-17,0.4,3,quantile,1555.44668433546
ILI incidence,AT,2024-11-06,2024-11-17,0.45,3,quantile,1674.46823056507
ILI incidence,AT,2024-11-06,2024-11-17,0.5,3,quantile,1816.48523385881
ILI incidence,AT,2024-11-06,2024-11-17,0.55,3,quantile,1928.05964624484
ILI incidence,AT,2024-11-06,2024-11-17,0.6,3,quantile,2081.27142603831
ILI incidence,AT,2024-11-06,2024-11-17,0.65,3,quantile,2201.98167042659
ILI incidence,AT,2024-11-06,2024-11-17,0.7,3,quantile,2371.0405374882
