origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.01,1064.6750851843187
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.01,1057.0418549423523
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.01,1013.2269175511263
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.01,906.317747718248
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.01,835.115917051224
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.01,784.5584345892796
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.025,1074.7512987349444
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.025,1080.5260627096825
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.025,1055.2385174129183
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.025,993.6265986651382
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.025,887.7357823099891
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.025,809.5482126377768
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.05,1111.7509495484833
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.05,1105.5781378058468
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.05,1092.516733877347
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.05,1033.5360058998078
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.05,947.420132998731
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.05,868.1874407431688
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.1,1136.1633971241706
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.1,1134.6984614314863
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.1,1118.7594280049857
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.1,1089.0378105877555
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.1,1022.3388437512418
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.1,937.8819647800154
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.15,1166.2309767103786
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.15,1167.0830256126587
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.15,1163.8417515741137
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.15,1134.1367734059315
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.15,1117.700690491586
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.15,1082.917063595029
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.2,1190.349879916813
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.2,1215.1434964425043
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.2,1212.3925650419828
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.2,1224.0130170443008
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.2,1194.5293197588323
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.2,1164.136203295215
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.25,1209.020581941597
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.25,1249.7030593433974
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.25,1263.1949729435692
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.25,1276.1333034887407
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.25,1275.2213424460645
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.25,1261.6407087146206
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.3,1226.4631805449624
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.3,1272.4614536994463
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.3,1291.3005193150034
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.3,1303.835776446859
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.3,1301.7847775341331
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.3,1293.4085230194887
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.35,1249.577554117507
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.35,1292.0938441524183
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.35,1308.5634360568033
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.35,1341.4293753906063
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.35,1352.1725410730353
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.35,1336.55541833259
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.4,1266.993677477943
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.4,1306.9598001648014
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.4,1345.2611765455072
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.4,1403.294191498281
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.4,1407.8484162747725
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.4,1393.4843957216071
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.45,1283.1079612394028
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.45,1328.1063984478594
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.45,1382.668816199342
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.45,1439.050603071386
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.45,1501.0956438045312
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.45,1509.1394228400618
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.5,1298.2552001938984
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.5,1367.4376906227612
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.5,1437.3834977658914
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.5,1483.716631010906
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.5,1606.3058864721295
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.5,1726.1068429669212
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.55,1314.595267823631
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.55,1391.1942162759044
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.55,1473.731166162847
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.55,1553.4501210605715
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.55,1685.0487612395914
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.55,1815.612739494583
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.6,1327.161706936812
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.6,1408.676827372136
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.6,1524.0597730904483
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.6,1681.2291225239928
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.6,1803.66770362024
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.6,1892.6715629540145
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.65,1340.462634133948
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.65,1433.8442740867283
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.65,1558.8529242141208
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.65,1745.8453741254436
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.65,1874.6831998523728
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.65,2022.548763146468
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.7,1353.3467789544206
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.7,1458.3133870493764
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.7,1590.2730558605465
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.7,1771.1914447226247
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.7,1953.8626590738852
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.7,2107.41564086628
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.75,1370.856781465145
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.75,1478.1497258201478
2024-11-06,ARI incidence,2024-11-03,1,BE,quantile,0.75,1642.6957161618586
2024-11-06,ARI incidence,2024-11-10,2,BE,quantile,0.75,1811.679157040273
2024-11-06,ARI incidence,2024-11-17,3,BE,quantile,0.75,2030.7190258070743
2024-11-06,ARI incidence,2024-11-24,4,BE,quantile,0.75,2235.0562085596507
2024-11-06,ARI incidence,2024-10-20,-1,BE,quantile,0.8,1388.087208393079
2024-11-06,ARI incidence,2024-10-27,0,BE,quantile,0.8,1505.5471522321527
