origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.010,0.0
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.025,0.0
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.050,740.6999999999998
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.100,1251.6
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.150,1429.1999999999998
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.200,1646.4800000000002
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.250,1755.1999999999998
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.300,1877.0000000000002
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.350,1980.9549999999997
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.400,2121.8
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.450,2231.0
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.500,2302.5
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.550,2365.6
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.600,2483.8
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.650,2622.6950000000006
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.700,2714.729999999999
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.750,2835.5
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.800,2943.5
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.850,3158.4
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.900,3340.9
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.950,3827.824999999992
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.975,4706.907499999991
2024-11-13,ILI incidence,1,2024-11-10,AT,quantile,0.990,5271.5
2024-11-13,ILI incidence,1,2024-11-10,AT,median,,2302.5
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.010,0.0
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.025,0.0
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.050,306.49
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.100,874.4100000000001
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.150,1235.18
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.200,1450.4199999999998
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.250,1638.8
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.300,1782.61
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.350,1919.4
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.400,2055.0400000000004
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.450,2185.91
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.500,2304.8
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.550,2425.0449999999996
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.600,2553.8199999999993
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.650,2691.9999999999995
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.700,2826.0299999999997
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.750,2966.475
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.800,3157.1000000000004
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.850,3365.445
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.900,3697.5099999999998
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.950,4348.934999999998
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.975,4934.294999999997
2024-11-13,ILI incidence,2,2024-11-17,AT,quantile,0.990,5552.960000000001
2024-11-13,ILI incidence,2,2024-11-17,AT,median,,2304.8
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.010,0.0
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.025,0.0
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.050,0.0
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.100,611.9399999999998
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.150,978.14
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.200,1269.02
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.250,1482.7249999999997
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.300,1684.58
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.350,1840.9899999999996
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.400,1987.02
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.450,2136.855
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.500,2280.15
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.550,2418.0
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.600,2567.3599999999997
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.650,2731.775
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.700,2900.5900000000006
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.750,3096.375
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.800,3314.6600000000008
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.850,3594.145
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.900,3945.8500000000004
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.950,4574.9349999999995
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.975,5218.597499999999
2024-11-13,ILI incidence,3,2024-11-24,AT,quantile,0.990,5912.411000000001
2024-11-13,ILI incidence,3,2024-11-24,AT,median,,2280.15
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.010,0.0
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.025,0.0
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.050,0.0
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.100,396.2599999999998
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.150,825.9100000000003
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.200,1135.5400000000002
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.250,1355.0499999999995
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.300,1568.7799999999995
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.350,1760.6499999999994
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.400,1931.9800000000005
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.450,2116.4
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.500,2273.95
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.550,2451.345
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.600,2631.64
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.650,2806.94
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.700,2999.7
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.750,3215.0249999999996
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.800,3471.94
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.850,3781.7149999999997
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.900,4195.4
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.950,4810.554999999999
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.975,5457.062499999999
2024-11-13,ILI incidence,4,2024-12-01,AT,quantile,0.990,6228.411000000001
2024-11-13,ILI incidence,4,2024-12-01,AT,median,,2273.95
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.010,0.0
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.025,0.0
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.050,0.0
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.100,0.0
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.150,0.0
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.200,6.899999999999999
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.250,19.300000000000004
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.300,23.699999999999996
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.350,30.699999999999996
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.400,38.300000000000004
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.450,46.199999999999996
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.500,53.19999999999998
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.550,58.6
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.600,65.6
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.650,74.70000000000002
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.700,80.0
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.750,86.4
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.800,96.5
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.850,104.69999999999999
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.900,123.20000000000002
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.950,179.99999999999997
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.975,392.49999999999994
2024-11-13,ILI incidence,1,2024-11-10,BE,quantile,0.990,442.6
2024-11-13,ILI incidence,1,2024-11-10,BE,median,,53.19999999999998
2024-11-13,ILI incidence,2,2024-11-17,BE,quantile,0.010,0.0
