origin_date,horizon,submission_round,is_latest,target_end_date
2024-10-23,-1,43,True,2024-09-22
2024-10-23,0,43,True,2024-10-13
2024-10-23,1,43,True,2024-10-20
2024-10-23,2,43,True,2024-10-13
2024-10-23,3,43,True,2024-10-20
2024-10-23,4,43,True,2024-10-27
