"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2024-12-11,1,2024-12-08,0.01,2841.8,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.025,2857.425,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.05,2864.95,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.1,2870.9,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.15,2878.85,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.2,2888.8,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.25,2895.75,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.3,2905.7,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.35,2912,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.4,2919.2,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.45,2927.55,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.5,2937,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.55,2942,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.6,2946.8,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.65,2956,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.7,2966.9,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.75,2972.25,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.8,2978.4,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.85,2985.15,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.9,2987.6,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.95,3016.05,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.975,3052.525,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.99,3058.25,"quantile","ILI incidence","AT"
2024-12-11,1,2024-12-08,0.01,184.97,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.025,188.9,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.05,193.9,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.1,200.5,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.15,206,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.2,207,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.25,208.75,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.3,211,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.35,212,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.4,213,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.45,214.55,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.5,215,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.55,216.9,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.6,221,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.65,224,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.7,226.3,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.75,230,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.8,233.4,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.85,237,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.9,239.1,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.95,244,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.975,248.05,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.99,255.01,"quantile","ILI incidence","BE"
2024-12-11,1,2024-12-08,0.01,5.99,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.025,6,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.05,6,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.1,6,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.15,7,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.2,8,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.25,8,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.3,9,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.35,9,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.4,10,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.45,10,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.5,11,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.55,11,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.6,12,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.65,12,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.7,13,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.75,13.25,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.8,14,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.85,14,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.9,14,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.95,16.05,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.975,17.525,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.99,20.01,"quantile","ILI incidence","HR"
2024-12-11,1,2024-12-08,0.01,39.98,"quantile","ILI incidence","CZ"
2024-12-11,1,2024-12-08,0.025,42.475,"quantile","ILI incidence","CZ"
2024-12-11,1,2024-12-08,0.05,44.95,"quantile","ILI incidence","CZ"
2024-12-11,1,2024-12-08,0.1,47,"quantile","ILI incidence","CZ"
2024-12-11,1,2024-12-08,0.15,49,"quantile","ILI incidence","CZ"
2024-12-11,1,2024-12-08,0.2,51,"quantile","ILI incidence","CZ"
2024-12-11,1,2024-12-08,0.25,52,"quantile","ILI incidence","CZ"
