"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2024-11-13,1,2024-11-10,0.01,4677.87,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.025,4691.325,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.05,4708.95,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.1,4741.8,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.15,4758.55,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.2,4762,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.25,4772.75,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.3,4782.8,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.35,4788.95,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.4,4794.6,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.45,4799,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.5,4801,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.55,4812.7,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.6,4824,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.65,4831.7,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.7,4841.9,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.75,4851,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.8,4858.2,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.85,4873.9,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.9,4892,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.95,4920.75,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.975,4946.675,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.99,4960.31,"quantile","ILI incidence","AT"
2024-11-13,1,2024-11-10,0.01,217.96,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.025,219.95,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.05,222.95,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.1,225,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.15,226,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.2,229,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.25,233,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.3,234,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.35,236,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.4,239.6,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.45,241,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.5,242,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.55,243,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.6,244.4,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.65,247,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.7,248,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.75,251,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.8,252,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.85,255,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.9,259,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.95,264.05,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.975,267.525,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.99,268.04,"quantile","ILI incidence","BE"
2024-11-13,1,2024-11-10,0.01,0.99,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.025,1,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.05,2,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.1,2,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.15,3,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.2,3,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.25,3,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.3,3,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.35,4,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.4,4,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.45,4.55,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.5,5,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.55,5,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.6,5,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.65,6,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.7,6,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.75,6,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.8,7,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.85,7,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.9,8,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.95,9.05,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.975,10.525,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.99,11.02,"quantile","ILI incidence","HR"
2024-11-13,1,2024-11-10,0.01,33.97,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.025,35.475,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.05,36,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.1,36,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.15,38,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.2,39,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.25,40.75,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.3,41.7,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.35,42.65,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.4,43,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.45,44,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.5,45.5,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.55,46,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.6,47,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.65,48,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.7,49.3,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.75,50,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.8,51,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.85,52.15,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.9,54,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.95,57,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.975,58,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.99,60.01,"quantile","ILI incidence","CZ"
2024-11-13,1,2024-11-10,0.01,178.93,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.025,180.475,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.05,184.9,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.1,187.9,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.15,189.85,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.2,192.8,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.25,195,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.3,196.7,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.35,198.65,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.4,200,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.45,201,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.5,202.5,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.55,205,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.6,207.4,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.65,210.35,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.7,212,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.75,213.25,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.8,216.2,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.85,219.15,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.9,223.3,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.95,229.2,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.975,237.525,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.99,240.04,"quantile","ILI incidence","DK"
2024-11-13,1,2024-11-10,0.01,339.95,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.025,341.95,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.05,344,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.1,348.8,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.15,354,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.2,357,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.25,358,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.3,362.7,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.35,364.65,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.4,367,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.45,370.55,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.5,373.5,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.55,376.45,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.6,379,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.65,381.35,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.7,382,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.75,385.25,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.8,390,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.85,392.3,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.9,397.2,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.95,401.25,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.975,409.05,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.99,412.07,"quantile","ILI incidence","EE"
2024-11-13,1,2024-11-10,0.01,232,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.025,235.425,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.05,241.8,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.1,249,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.15,255.7,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.2,258,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.25,260.75,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.3,263,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.35,263.65,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.4,265,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.45,268,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.5,269.5,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.55,271,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.6,274,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.65,275.35,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.7,279.3,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.75,281.25,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.8,285,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.85,289.15,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.9,295.3,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.95,301.05,"quantile","ILI incidence","FR"
2024-11-13,1,2024-11-10,0.975,306.1,"quantile","ILI incidence","FR"
