origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.01,1516.2577193249838
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.025,1532.5315533847918
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.05,1559.6546101511383
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.1,1587.2098369825062
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.15,1609.0568546238378
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.2,1614.394023686716
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.25,1620.8022701553293
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.3,1636.0938200614912
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.35,1646.295092665508
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.4,1665.9882976410959
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.45,1695.0685860626493
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.5,1709.5302954891267
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.55,1716.098070381428
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.6,1727.9956474259166
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.65,1736.4466466829724
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.7,1752.067819033454
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.75,1783.839145449391
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.8,1804.5315715890301
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.85,1816.3374704647954
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.9,1828.5031118462873
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.95,1847.2998434411336
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.975,1860.167503762631
2024-11-20,ILI incidence,2024-11-03,-1,AT,quantile,0.99,1867.8880999555295
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.01,1902.9183521070938
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.025,1922.9524314244716
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.05,1956.342563620101
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.1,1985.7543747823122
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.15,2006.8071124962846
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.2,2017.379448136761
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.25,2037.2058267781947
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.3,2047.2923565882572
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.35,2060.0007419239982
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.4,2073.768174667433
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.45,2081.3229239780953
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.5,2088.227481284141
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.55,2094.005557430157
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.6,2095.090702363415
2024-11-20,ILI incidence,2024-11-10,0,AT,quantile,0.65,2099.3664526343287
