origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2024-11-27,ILI incidence,2024-11-10,-1,AT,quantile,0.01,1958.3998247907464
2024-11-27,ILI incidence,2024-11-17,0,AT,quantile,0.01,1694.291701027933
2024-11-27,ILI incidence,2024-11-24,1,AT,quantile,0.01,1211.3049972524786
2024-11-27,ILI incidence,2024-12-01,2,AT,quantile,0.01,929.3638527117828
2024-11-27,ILI incidence,2024-12-08,3,AT,quantile,0.01,773.8675950454074
2024-11-27,ILI incidence,2024-12-15,4,AT,quantile,0.01,688.9137624178551
2024-11-27,ILI incidence,2024-11-10,-1,AT,quantile,0.025,1964.453139215828
2024-11-27,ILI incidence,2024-11-17,0,AT,quantile,0.025,1752.9677274446972
2024-11-27,ILI incidence,2024-11-24,1,AT,quantile,0.025,1321.051606710809
2024-11-27,ILI incidence,2024-12-01,2,AT,quantile,0.025,1000.2280300828492
2024-11-27,ILI incidence,2024-12-08,3,AT,quantile,0.025,828.6309514394806
2024-11-27,ILI incidence,2024-12-15,4,AT,quantile,0.025,752.8326801197425
2024-11-27,ILI incidence,2024-11-10,-1,AT,quantile,0.05,1970.7195264454529
2024-11-27,ILI incidence,2024-11-17,0,AT,quantile,0.05,1822.5902636139308
2024-11-27,ILI incidence,2024-11-24,1,AT,quantile,0.05,1406.3625873048022
2024-11-27,ILI incidence,2024-12-01,2,AT,quantile,0.05,1114.275619307596
2024-11-27,ILI incidence,2024-12-08,3,AT,quantile,0.05,929.0392826508998
2024-11-27,ILI incidence,2024-12-15,4,AT,quantile,0.05,833.2503761456908
2024-11-27,ILI incidence,2024-11-10,-1,AT,quantile,0.1,1979.2665002116044
2024-11-27,ILI incidence,2024-11-17,0,AT,quantile,0.1,1939.5586862895043
2024-11-27,ILI incidence,2024-11-24,1,AT,quantile,0.1,1640.4980019373031
2024-11-27,ILI incidence,2024-12-01,2,AT,quantile,0.1,1346.4893282536004
2024-11-27,ILI incidence,2024-12-08,3,AT,quantile,0.1,1125.2819575307924
2024-11-27,ILI incidence,2024-12-15,4,AT,quantile,0.1,1007.5515229056984
2024-11-27,ILI incidence,2024-11-10,-1,AT,quantile,0.15,1985.7037027003616
2024-11-27,ILI incidence,2024-11-17,0,AT,quantile,0.15,1995.239574976008
2024-11-27,ILI incidence,2024-11-24,1,AT,quantile,0.15,1765.4228661660266
2024-11-27,ILI incidence,2024-12-01,2,AT,quantile,0.15,1514.6816676949022
2024-11-27,ILI incidence,2024-12-08,3,AT,quantile,0.15,1300.3105465053716
2024-11-27,ILI incidence,2024-12-15,4,AT,quantile,0.15,1121.96678579763
2024-11-27,ILI incidence,2024-11-10,-1,AT,quantile,0.2,1990.4043185566663
2024-11-27,ILI incidence,2024-11-17,0,AT,quantile,0.2,2040.142984361405
2024-11-27,ILI incidence,2024-11-24,1,AT,quantile,0.2,1877.9625926560773
2024-11-27,ILI incidence,2024-12-01,2,AT,quantile,0.2,1648.0080890075185
2024-11-27,ILI incidence,2024-12-08,3,AT,quantile,0.2,1408.4449922725803
2024-11-27,ILI incidence,2024-12-15,4,AT,quantile,0.2,1219.986100280399
2024-11-27,ILI incidence,2024-11-10,-1,AT,quantile,0.25,1994.1663486997647
2024-11-27,ILI incidence,2024-11-17,0,AT,quantile,0.25,2064.789647006437
2024-11-27,ILI incidence,2024-11-24,1,AT,quantile,0.25,1945.1694008033355
2024-11-27,ILI incidence,2024-12-01,2,AT,quantile,0.25,1735.9351335973336
2024-11-27,ILI incidence,2024-12-08,3,AT,quantile,0.25,1529.0248379994366
2024-11-27,ILI incidence,2024-12-15,4,AT,quantile,0.25,1356.7814276183374
2024-11-27,ILI incidence,2024-11-10,-1,AT,quantile,0.3,1997.651270784665
2024-11-27,ILI incidence,2024-11-17,0,AT,quantile,0.3,2096.3374691426097
2024-11-27,ILI incidence,2024-11-24,1,AT,quantile,0.3,1984.696670259312
2024-11-27,ILI incidence,2024-12-01,2,AT,quantile,0.3,1831.433200875472
