target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ARI incidence,CZ,2024-11-10,4,quantile,0.2,803.0401451862717,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.25,890.5100581482519,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.25,820.7876017287392,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.25,848.539945128226,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.25,823.1718344360266,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.3,959.947580167236,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.3,894.5667337188967,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.3,869.5261781995125,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.3,843.2119838592786,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.35,1001.5305217899322,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.35,916.0424391940899,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.35,877.5100103270825,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.35,859.8233522701076,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.4,1011.3137326330964,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.4,935.2966112267238,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.4,890.2908779490629,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.4,878.6967010826473,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.45,1018.1898881150424,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.45,944.516661038307,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.45,900.5679502316394,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.45,891.6114993071767,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.5,1024.1645671414349,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.5,952.9243306386517,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.5,910.4986384922718,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.5,904.365019161814,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.55,1033.6014897375978,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.55,965.7436272270456,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.55,917.670380833669,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.55,923.1488897156879,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.6,1041.5939005511182,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.6,986.4995920285535,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.6,931.0447733162531,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.6,944.7440046833649,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.65,1047.5769919080626,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.65,997.9764784470065,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.65,956.0673132700814,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.65,958.4225190120667,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.7,1052.2967929658626,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.7,1018.3248419051068,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.7,973.7921847906124,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.7,966.619498729631,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.75,1059.4054729910122,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.75,1030.342929788917,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.75,987.303189974772,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.75,975.6398416804545,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.8,1060.74711205843,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.8,1040.673064143146,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.8,1003.9150854561894,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.8,986.4013786324487,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.85,1062.0400018698624,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.85,1054.7646311747962,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.85,1018.2005920929944,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.85,999.1602083084576,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.9,1063.9011390229389,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.9,1064.8925958832801,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.9,1028.5534207048347,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.9,1015.2698690910518,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.95,1069.7460295184524,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.95,1074.5901099656944,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.95,1049.2950917281953,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.95,1031.9921831914778,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.975,1076.6991782699986,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.975,1076.6589664748965,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.975,1059.4137661249872,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.975,1041.43139491678,2024-10-23
ARI incidence,CZ,2024-10-20,1,quantile,0.99,1083.0114114721716,2024-10-23
ARI incidence,CZ,2024-10-27,2,quantile,0.99,1077.8972924015288,2024-10-23
ARI incidence,CZ,2024-11-03,3,quantile,0.99,1065.5846888440515,2024-10-23
ARI incidence,CZ,2024-11-10,4,quantile,0.99,1053.435682794096,2024-10-23
ARI incidence,CZ,2024-10-20,1,median,,1024.1645671414349,2024-10-23
ARI incidence,CZ,2024-10-27,2,median,,952.9243306386517,2024-10-23
ARI incidence,CZ,2024-11-03,3,median,,910.4986384922718,2024-10-23
ARI incidence,CZ,2024-11-10,4,median,,904.365019161814,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.01,161.6100092885282,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.01,144.77334707389844,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.01,139.11816795702399,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.01,128.0000297097761,2024-10-23
