target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,FR,2024-10-27,2,quantile,0.6,85.86943092322281,2024-10-23
ILI incidence,FR,2024-11-03,3,quantile,0.6,92.68297972010399,2024-10-23
ILI incidence,FR,2024-11-10,4,quantile,0.6,90.7745075934848,2024-10-23
ILI incidence,FR,2024-10-20,1,quantile,0.65,72.512185914192,2024-10-23
ILI incidence,FR,2024-10-27,2,quantile,0.65,89.13302543853877,2024-10-23
ILI incidence,FR,2024-11-03,3,quantile,0.65,93.62612581354837,2024-10-23
ILI incidence,FR,2024-11-10,4,quantile,0.65,94.54826101431922,2024-10-23
ILI incidence,FR,2024-10-20,1,quantile,0.7,74.14682447349357,2024-10-23
ILI incidence,FR,2024-10-27,2,quantile,0.7,91.49108720794293,2024-10-23
ILI incidence,FR,2024-11-03,3,quantile,0.7,98.75725491636197,2024-10-23
ILI incidence,FR,2024-11-10,4,quantile,0.7,94.88963444416537,2024-10-23
ILI incidence,FR,2024-10-20,1,quantile,0.75,75.71826642521603,2024-10-23
ILI incidence,FR,2024-10-27,2,quantile,0.75,92.64642160073473,2024-10-23
ILI incidence,FR,2024-11-03,3,quantile,0.75,99.96682873939787,2024-10-23
ILI incidence,FR,2024-11-10,4,quantile,0.75,95.21893251612298,2024-10-23
ILI incidence,FR,2024-10-20,1,quantile,0.8,80.50838333106438,2024-10-23
ILI incidence,FR,2024-10-27,2,quantile,0.8,93.66780395726447,2024-10-23
ILI incidence,FR,2024-11-03,3,quantile,0.8,102.79345424942794,2024-10-23
ILI incidence,FR,2024-11-10,4,quantile,0.8,97.45971247518064,2024-10-23
ILI incidence,FR,2024-10-20,1,quantile,0.85,82.68910057130286,2024-10-23
ILI incidence,FR,2024-10-27,2,quantile,0.85,95.89781220811584,2024-10-23
ILI incidence,FR,2024-11-03,3,quantile,0.85,103.62531413413922,2024-10-23
ILI incidence,FR,2024-11-10,4,quantile,0.85,100.08513668525379,2024-10-23
ILI incidence,FR,2024-10-20,1,quantile,0.9,85.44699504168813,2024-10-23
ILI incidence,FR,2024-10-27,2,quantile,0.9,97.86557163507275,2024-10-23
ILI incidence,FR,2024-11-03,3,quantile,0.9,112.39035124416775,2024-10-23
ILI incidence,FR,2024-11-10,4,quantile,0.9,105.3447252896027,2024-10-23
ILI incidence,FR,2024-10-20,1,quantile,0.95,88.85363173343583,2024-10-23
ILI incidence,FR,2024-10-27,2,quantile,0.95,98.85103693526196,2024-10-23
ILI incidence,FR,2024-11-03,3,quantile,0.95,118.96471916449649,2024-10-23
ILI incidence,FR,2024-11-10,4,quantile,0.95,113.03783100697139,2024-10-23
ILI incidence,FR,2024-10-20,1,quantile,0.975,91.77300399098982,2024-10-23
ILI incidence,FR,2024-10-27,2,quantile,0.975,108.93348568020517,2024-10-23
ILI incidence,FR,2024-11-03,3,quantile,0.975,119.29544165474394,2024-10-23
ILI incidence,FR,2024-11-10,4,quantile,0.975,123.99091802466195,2024-10-23
ILI incidence,FR,2024-10-20,1,quantile,0.99,92.80167352980716,2024-10-23
ILI incidence,FR,2024-10-27,2,quantile,0.99,123.04640336606762,2024-10-23
ILI incidence,FR,2024-11-03,3,quantile,0.99,119.99208419516299,2024-10-23
ILI incidence,FR,2024-11-10,4,quantile,0.99,126.22226771970699,2024-10-23
ILI incidence,FR,2024-10-20,1,median,,71.39130046837411,2024-10-23
ILI incidence,FR,2024-10-27,2,median,,84.25085458660223,2024-10-23
ILI incidence,FR,2024-11-03,3,median,,91.22900769053189,2024-10-23
ILI incidence,FR,2024-11-10,4,median,,88.61799186068549,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.01,469.9828687834852,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.01,441.11837285140325,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.01,473.46905870906477,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.01,487.0327502050242,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.025,473.6735561286479,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.025,498.30286998964544,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.025,587.8763034155642,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.025,506.21211958015357,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.05,479.8970925947198,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.05,529.428502843228,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.05,647.6015561843858,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.05,580.3865898361548,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.1,496.79213560266265,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.1,563.116809951575,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.1,654.0738260945798,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.1,592.7831800113913,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.15,526.0519089205285,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.15,574.9724011405018,2024-10-23
