origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2024-12-11,ILI incidence,2024-11-24,-1,BE,quantile,0.01,83.84892507532918
2024-12-11,ILI incidence,2024-12-01,0,BE,quantile,0.01,102.2024963672441
2024-12-11,ILI incidence,2024-12-08,1,BE,quantile,0.01,123.00059921520855
2024-12-11,ILI incidence,2024-12-15,2,BE,quantile,0.01,146.48558910622745
2024-12-11,ILI incidence,2024-12-22,3,BE,quantile,0.01,172.9470750902483
2024-12-11,ILI incidence,2024-12-29,4,BE,quantile,0.01,201.78582549248566
2024-12-11,ILI incidence,2024-11-24,-1,BE,quantile,0.025,85.09120521139752
2024-12-11,ILI incidence,2024-12-01,0,BE,quantile,0.025,103.49764836292474
2024-12-11,ILI incidence,2024-12-08,1,BE,quantile,0.025,124.88463604867438
2024-12-11,ILI incidence,2024-12-15,2,BE,quantile,0.025,148.8266426269363
2024-12-11,ILI incidence,2024-12-22,3,BE,quantile,0.025,175.90932025892778
2024-12-11,ILI incidence,2024-12-29,4,BE,quantile,0.025,204.71897603995174
2024-12-11,ILI incidence,2024-11-24,-1,BE,quantile,0.05,86.34975949622527
2024-12-11,ILI incidence,2024-12-01,0,BE,quantile,0.05,105.66960302277737
2024-12-11,ILI incidence,2024-12-08,1,BE,quantile,0.05,127.99231676468006
2024-12-11,ILI incidence,2024-12-15,2,BE,quantile,0.05,153.32874731343097
2024-12-11,ILI incidence,2024-12-22,3,BE,quantile,0.05,180.83614989601278
2024-12-11,ILI incidence,2024-12-29,4,BE,quantile,0.05,210.4598155343164
2024-12-11,ILI incidence,2024-11-24,-1,BE,quantile,0.1,88.39622375958133
2024-12-11,ILI incidence,2024-12-01,0,BE,quantile,0.1,108.72129668378633
2024-12-11,ILI incidence,2024-12-08,1,BE,quantile,0.1,132.29164793087577
2024-12-11,ILI incidence,2024-12-15,2,BE,quantile,0.1,159.05723705122753
2024-12-11,ILI incidence,2024-12-22,3,BE,quantile,0.1,188.12569548983564
2024-12-11,ILI incidence,2024-12-29,4,BE,quantile,0.1,219.1980229894181
2024-12-11,ILI incidence,2024-11-24,-1,BE,quantile,0.15,89.94907100133203
2024-12-11,ILI incidence,2024-12-01,0,BE,quantile,0.15,110.79348492873716
2024-12-11,ILI incidence,2024-12-08,1,BE,quantile,0.15,135.28027489349458
2024-12-11,ILI incidence,2024-12-15,2,BE,quantile,0.15,163.0970937318915
2024-12-11,ILI incidence,2024-12-22,3,BE,quantile,0.15,193.05951586350503
2024-12-11,ILI incidence,2024-12-29,4,BE,quantile,0.15,224.53587108731077
2024-12-11,ILI incidence,2024-11-24,-1,BE,quantile,0.2,91.33180630746274
2024-12-11,ILI incidence,2024-12-01,0,BE,quantile,0.2,112.50604802093738
2024-12-11,ILI incidence,2024-12-08,1,BE,quantile,0.2,137.25007630508554
2024-12-11,ILI incidence,2024-12-15,2,BE,quantile,0.2,165.36849491248867
2024-12-11,ILI incidence,2024-12-22,3,BE,quantile,0.2,196.64224719783797
2024-12-11,ILI incidence,2024-12-29,4,BE,quantile,0.2,228.50389949694812
